condition,probe,policy_id,enactment_year,topics,slope,endpoint_delta
talkie_cpt,likert,US-1978-HUMPHREY-HAWKINS,1978,labor_wages,-0.001682,-0.030949
talkie_cpt,likert,US-1978-ICWA,1978,,-0.002914,-0.042677
talkie_cpt,likert,US-1978-PREGNANCY-DISCRIM,1978,civil_rights,-0.005103,-0.057522
talkie_cpt,likert,US-1978-AIRFA,1978,,-0.004459,-0.021272
talkie_cpt,likert,US-1980-CERCLA,1980,,-0.005420,-0.052865
talkie_cpt,likert,US-1980-DIDMCA,1980,,-0.003418,-0.036412
talkie_cpt,likert,US-1980-REFUGEE-ACT,1980,,-0.003803,-0.046318
talkie_cpt,likert,US-1982-VRA-AMENDMENTS,1982,civil_rights,0.000611,-0.007410
talkie_cpt,likert,US-1983-CHADHA,1983,,-0.001901,-0.000781
talkie_cpt,likert,US-1984-CHEVRON,1984,,-0.003084,-0.084591
talkie_cpt,likert,US-1984-SENTENCING,1984,crim_justice,-0.003990,-0.093644
talkie_cpt,likert,US-1986-BOWERS,1986,crim_justice,-0.001747,-0.051211
talkie_cpt,likert,US-1986-IRCA,1986,,-0.001297,-0.035045
talkie_cpt,likert,US-1986-TAX-REFORM,1986,finance_banking,-0.000891,-0.025953
talkie_cpt,likert,US-1987-DOLE,1987,,0.000486,-0.012150
talkie_cpt,likert,US-1988-CIVIL-LIBERTIES-ACT,1988,,-0.005599,-0.062225
talkie_cpt,likert,US-1990-ADA,1990,civil_rights,0.001938,0.032671
talkie_cpt,likert,US-1990-CLEAN-AIR-AMEND,1990,environment,-0.002732,-0.006533
talkie_cpt,likert,US-1990-IMMIGRATION-ACT,1990,labor_wages,-0.001982,-0.004911
talkie_cpt,likert,US-1991-CIVIL-RIGHTS-ACT,1991,civil_rights|labor_wages,0.000470,-0.004564
talkie_cpt,likert,US-1992-CASEY,1992,,-0.004547,-0.046970
talkie_cpt,likert,US-1993-BRADY,1993,crim_justice,-0.002570,-0.031801
talkie_cpt,likert,US-1993-FMLA,1993,health_medical,-0.001909,-0.028002
talkie_cpt,likert,US-1993-NVRA,1993,,-0.003777,-0.051333
talkie_cpt,likert,US-1993-RFRA,1993,,-0.001645,-0.025386
talkie_cpt,likert,US-1994-CRIME-BILL,1994,crim_justice,-0.003908,-0.039019
talkie_cpt,likert,US-1994-NAFTA,1994,,-0.002707,-0.015876
talkie_cpt,likert,US-1994-VAWA,1994,,-0.004070,-0.032450
talkie_cpt,likert,US-1995-LOPEZ,1995,crim_justice,-0.003769,-0.033964
talkie_cpt,likert,US-1996-DOMA,1996,,-0.002738,-0.029004
talkie_cpt,likert,US-1996-PRWORA,1996,social_welfare,-0.000962,-0.014650
talkie_cpt,likert,US-1996-TELECOM,1996,,-0.001411,-0.014103
talkie_cpt,likert,US-1996-AEDPA,1996,,-0.000937,-0.008563
talkie_cpt,likert,US-1996-IIRIRA,1996,,-0.001352,-0.011742
talkie_cpt,likert,US-1997-PRINTZ,1997,,0.000736,-0.014623
talkie_cpt,likert,US-1997-RENO-ACLU,1997,,-0.001104,-0.026834
talkie_cpt,likert,US-1999-GLBA,1999,,0.001714,0.012160
talkie_cpt,likert,US-2000-BUSH-GORE,2000,civil_rights,0.002510,-0.010195
talkie_cpt,likert,US-2001-NCLB,2001,,0.002756,0.019688
talkie_cpt,likert,US-2001-PATRIOT,2001,natl_security,0.001395,-0.001168
talkie_cpt,likert,US-2001-AUMF,2001,,0.000494,-0.000838
talkie_cpt,likert,US-2002-HAVA,2002,,0.002653,0.011019
talkie_cpt,likert,US-2002-HOMELAND-SECURITY,2002,natl_security|finance_banking,0.002027,0.001838
talkie_cpt,likert,US-2002-SOX,2002,,0.001987,0.001116
talkie_cpt,likert,US-2002-IRAQ-AUMF,2002,natl_security,0.000775,-0.004510
talkie_cpt,likert,US-2003-LAWRENCE,2003,crim_justice,0.001867,0.012210
talkie_cpt,likert,US-2003-MEDICARE-MMA,2003,social_welfare|health_medical,0.001467,0.003637
talkie_cpt,likert,US-2005-KELO,2005,,-0.003453,-0.044562
talkie_cpt,likert,US-2007-MASS-EPA,2007,environment,-0.006761,-0.046536
talkie_cpt,likert,US-2008-HELLER,2008,crim_justice,-0.010251,-0.136543
talkie_cpt,likert,US-2009-ARRA,2009,finance_banking,-0.005164,-0.055323
talkie_cpt,likert,US-2009-LILLY-LEDBETTER,2009,civil_rights,-0.003064,-0.026938
talkie_cpt,likert,US-2009-HATE-CRIMES,2009,crim_justice,-0.005122,-0.055123
talkie_cpt,likert,US-2010-ACA,2010,social_welfare,-0.007364,-0.084803
talkie_cpt,likert,US-2010-CITIZENS-UNITED,2010,,-0.009603,-0.093035
talkie_cpt,likert,US-2010-DODD-FRANK,2010,,-0.005935,-0.077116
talkie_cpt,likert,US-2010-MCDONALD,2010,,-0.010371,-0.095414
talkie_cpt,likert,US-2010-DADT-REPEAL,2010,civil_rights|natl_security,-0.004762,-0.058740
talkie_cpt,likert,US-2012-NFIB,2012,social_welfare|finance_banking,-0.001805,-0.022045
talkie_cpt,likert,US-2013-SHELBY,2013,civil_rights,-0.001284,-0.009011
talkie_cpt,likert,US-2013-WINDSOR,2013,,-0.001387,-0.010314
talkie_cpt,likert,US-2014-HOBBY-LOBBY,2014,civil_rights,-0.004276,-0.065999
talkie_cpt,likert,US-2015-OBERGEFELL,2015,,0.000104,-0.031530
talkie_cpt,likert,US-2017-TCJA,2017,finance_banking,-0.003641,-0.034729
talkie_cpt,likert,US-2018-JANUS,2018,labor_wages,-0.003177,0.009375
talkie_cpt,likert,US-2018-FIRST-STEP,2018,crim_justice,-0.000177,0.004470
talkie_cpt,likert,US-2019-RUCHO,2019,,-0.003763,-0.008595
talkie_cpt,likert,US-2020-BOSTOCK,2020,civil_rights,-0.001512,0.012148
talkie_cpt,likert,US-2020-CARES,2020,labor_wages|social_welfare,-0.005233,-0.016933
talkie_cpt,likert,US-2020-MCGIRT,2020,crim_justice,-0.003919,-0.017783
talkie_cpt,likert,US-2021-AMERICAN-RESCUE-PLAN,2021,labor_wages|social_welfare|finance_banking,-0.001204,-0.008418
talkie_cpt,likert,US-2021-IIJA,2021,environment,-0.001481,-0.013737
talkie_cpt,likert,US-2021-JUNETEENTH,2021,,-0.002089,-0.015570
talkie_cpt,likert,US-2022-BRUEN,2022,,-0.007205,-0.073975
talkie_cpt,likert,US-2022-CHIPS,2022,,-0.004766,-0.059160
talkie_cpt,likert,US-2022-DOBBS,2022,,-0.004762,-0.066776
talkie_cpt,likert,US-2022-IRA,2022,environment|finance_banking|health_medical,-0.003949,-0.041550
talkie_cpt,likert,US-2022-BIPARTISAN-SAFER-COMMUNITIES,2022,labor_wages|health_medical|crim_justice,-0.002345,-0.021552
talkie_cpt,likert,US-2022-RESPECT-MARRIAGE,2022,,-0.002608,-0.025580
talkie_cpt,likert,US-2022-ELECTORAL-COUNT-REFORM,2022,,-0.003253,-0.024842
talkie_sft,yes_no,US-1935-NIRA-SCHECHTER,1935,,-0.058694,-0.214826
talkie_sft,yes_no,US-1935-NLRA,1935,labor_wages,-0.072212,-0.216910
talkie_sft,yes_no,US-1935-SOCIAL-SECURITY,1935,labor_wages|social_welfare,-0.079469,-0.238961
talkie_sft,yes_no,US-1936-AAA-BUTLER,1936,finance_banking,-0.053381,-0.214662
talkie_sft,yes_no,US-1937-JONES-LAUGHLIN,1937,labor_wages,-0.062497,-0.303726
talkie_sft,yes_no,US-1937-WEST-COAST-HOTEL,1937,labor_wages,-0.058026,-0.352727
talkie_sft,yes_no,US-1938-FDCA,1938,health_medical,-0.031929,-0.143002
talkie_sft,yes_no,US-1938-FLSA,1938,labor_wages,-0.040495,-0.200350
talkie_sft,yes_no,US-1941-EO8802,1941,civil_rights|labor_wages|natl_security,-0.043639,-0.377093
talkie_sft,yes_no,US-1935-PUHCA,1935,,-0.084298,-0.278990
talkie_sft,yes_no,US-1936-RURAL-ELECTRIFICATION,1936,,-0.071186,-0.254485
talkie_sft,yes_no,US-1939-HATCH-ACT,1939,,-0.049494,-0.363341
talkie_sft,yes_no,US-1940-SELECTIVE-TRAINING,1940,,-0.044837,-0.233422
talkie_sft,yes_no,US-1940-SMITH-ACT,1940,crim_justice,-0.045361,-0.345240
talkie_sft,yes_no,US-1941-DARBY,1941,labor_wages,-0.033847,-0.365481
talkie_sft,yes_no,US-1941-LEND-LEASE,1941,natl_security,-0.038282,-0.138367
talkie_sft,yes_no,US-1942-WICKARD,1942,,-0.046119,-0.506697
talkie_sft,yes_no,US-1942-EMERGENCY-PRICE-CONTROL,1942,natl_security,-0.048434,-0.469104
talkie_sft,yes_no,US-1942-EO9066,1942,natl_security,-0.049645,-0.459060
talkie_sft,yes_no,US-1943-CHINESE-EXCLUSION-REPEAL,1943,,-0.017275,-0.263988
talkie_sft,yes_no,US-1944-GI-BILL,1944,labor_wages|social_welfare,-0.026534,-0.182294
talkie_sft,yes_no,US-1944-KOREMATSU,1944,natl_security,-0.028572,-0.242004
talkie_sft,yes_no,US-1945-BRETTON-WOODS,1945,finance_banking,-0.022690,-0.283862
talkie_sft,yes_no,US-1945-UN-PARTICIPATION,1945,natl_security|finance_banking,-0.024283,-0.292812
talkie_sft,yes_no,US-1946-EMPLOYMENT-ACT,1946,labor_wages,-0.026057,-0.245849
talkie_sft,yes_no,US-1946-APA,1946,,-0.024035,-0.250504
talkie_sft,yes_no,US-1947-NATIONAL-SECURITY-ACT,1947,natl_security|finance_banking,-0.011469,-0.094437
talkie_sft,yes_no,US-1947-TAFT-HARTLEY,1947,labor_wages,-0.011722,-0.100917
talkie_sft,yes_no,US-1947-TRUMAN-DOCTRINE,1947,,-0.011872,-0.170958
talkie_sft,yes_no,US-1948-EO9981,1948,civil_rights,-0.009589,-0.173533
talkie_sft,yes_no,US-1948-DISPLACED-PERSONS-ACT,1948,natl_security,-0.007379,-0.075359
talkie_sft,yes_no,US-1948-MARSHALL-PLAN,1948,,-0.014467,-0.200746
talkie_sft,yes_no,US-1948-SHELLEY,1948,social_welfare,-0.014063,-0.129012
talkie_sft,yes_no,US-1950-DPA,1950,natl_security,-0.002579,0.031082
talkie_sft,yes_no,US-1950-INTERNAL-SECURITY,1950,natl_security|finance_banking,-0.008484,-0.016706
talkie_sft,yes_no,US-1951-DENNIS,1951,,-0.002281,-0.022047
talkie_sft,yes_no,US-1952-INA,1952,,-0.003090,-0.001005
talkie_sft,yes_no,US-1952-YOUNGSTOWN,1952,,-0.001033,0.004733
talkie_sft,yes_no,US-1954-BROWN,1954,civil_rights,-0.005342,-0.121484
talkie_sft,yes_no,US-1956-HIGHWAY,1956,,0.003984,-0.000457
talkie_sft,yes_no,US-1956-BANK-HOLDING-COMPANY-ACT,1956,finance_banking,-0.003294,-0.057658
talkie_sft,yes_no,US-1957-CIVIL-RIGHTS-ACT,1957,civil_rights,-0.001066,0.049955
talkie_sft,yes_no,US-1957-YATES,1957,,-0.006163,-0.025030
talkie_sft,yes_no,US-1957-EO10730,1957,civil_rights,-0.005698,-0.037936
talkie_sft,yes_no,US-1958-NDEA,1958,natl_security,-0.008565,-0.132053
talkie_sft,yes_no,US-1958-NASA-ACT,1958,,-0.005151,-0.100048
talkie_sft,yes_no,US-1958-COOPER,1958,,-0.005954,-0.077477
talkie_sft,yes_no,US-1961-MAPP,1961,,-0.005283,-0.092034
talkie_sft,yes_no,US-1961-PEACE-CORPS,1961,,-0.015268,-0.122837
talkie_sft,yes_no,US-1962-BAKER,1962,,-0.007775,-0.080009
talkie_sft,yes_no,US-1962-ENGEL,1962,,-0.003470,-0.045595
talkie_sft,yes_no,US-1962-KEFAUVER-HARRIS,1962,health_medical,-0.005973,-0.042844
talkie_sft,yes_no,US-1963-EQUAL-PAY,1963,civil_rights|labor_wages,-0.003893,0.013494
talkie_sft,yes_no,US-1963-GIDEON,1963,,0.000792,0.009885
talkie_sft,yes_no,US-1963-TEST-BAN-TREATY,1963,environment,-0.001915,0.013392
talkie_sft,yes_no,US-1964-24TH-AMENDMENT,1964,finance_banking,0.001977,0.022868
talkie_sft,yes_no,US-1964-CIVIL-RIGHTS-ACT,1964,civil_rights|labor_wages,0.001591,0.065442
talkie_sft,yes_no,US-1964-ECONOMIC-OPPORTUNITY,1964,natl_security,-0.006481,-0.023448
talkie_sft,yes_no,US-1964-HEART-ATLANTA,1964,civil_rights,-0.002409,0.006235
talkie_sft,yes_no,US-1964-NYT-SULLIVAN,1964,,-0.003166,-0.002381
talkie_sft,yes_no,US-1964-REYNOLDS,1964,civil_rights,-0.000617,0.029993
talkie_sft,yes_no,US-1964-TONKIN-GULF,1964,natl_security,-0.007331,-0.083522
talkie_sft,yes_no,US-1965-ESEA,1965,,-0.002669,-0.039625
talkie_sft,yes_no,US-1965-GRISWOLD,1965,civil_rights,-0.000763,-0.010917
talkie_sft,yes_no,US-1965-HART-CELLER,1965,,-0.001953,-0.014811
talkie_sft,yes_no,US-1965-MEDICARE-MEDICAID,1965,social_welfare,0.000520,-0.013125
talkie_sft,yes_no,US-1965-VRA,1965,civil_rights,-0.000947,-0.026629
talkie_sft,yes_no,US-1966-FOIA,1966,,0.001755,0.030554
talkie_sft,yes_no,US-1966-HARPER,1966,civil_rights|finance_banking,0.004153,0.056190
talkie_sft,yes_no,US-1966-MIRANDA,1966,natl_security,0.007352,0.093796
talkie_sft,yes_no,US-1967-KATZ,1967,natl_security,0.001546,-0.021105
talkie_sft,yes_no,US-1967-LOVING,1967,,0.005034,-0.006357
talkie_sft,yes_no,US-1967-ADEA,1967,civil_rights|labor_wages,0.014152,0.073110
talkie_sft,yes_no,US-1968-FAIR-HOUSING,1968,civil_rights|social_welfare,0.016133,0.109957
talkie_sft,yes_no,US-1968-GUN-CONTROL,1968,crim_justice,0.009554,0.105241
talkie_sft,yes_no,US-1968-TERRY,1968,,0.006115,0.061014
talkie_sft,yes_no,US-1968-OMNIBUS-CRIME-CONTROL,1968,natl_security|crim_justice,0.006123,0.029338
talkie_sft,yes_no,US-1968-TRUTH-IN-LENDING,1968,,0.009567,0.067942
talkie_sft,yes_no,US-1969-BRANDENBURG,1969,,-0.001318,-0.035878
talkie_sft,yes_no,US-1969-NEPA,1969,environment,0.009326,0.057012
talkie_sft,yes_no,US-1969-TINKER,1969,,-0.004327,-0.048019
talkie_sft,yes_no,US-1970-CLEAN-AIR,1970,environment,0.004254,0.000872
talkie_sft,yes_no,US-1970-CSA,1970,health_medical,0.008611,0.067143
talkie_sft,yes_no,US-1970-OSHA,1970,labor_wages,0.012489,0.081079
talkie_sft,yes_no,US-1970-FCRA,1970,,0.010835,0.071036
talkie_sft,yes_no,US-1970-BANK-SECRECY,1970,crim_justice,0.004651,0.016373
talkie_sft,yes_no,US-1971-26TH,1971,civil_rights,0.001854,0.010625
talkie_sft,yes_no,US-1971-FECA,1971,,0.003231,0.045597
talkie_sft,yes_no,US-1971-LEMON,1971,,0.000225,-0.001583
talkie_sft,yes_no,US-1971-PENTAGON-PAPERS,1971,,0.002599,0.020606
talkie_sft,yes_no,US-1971-ANCSA,1971,finance_banking,0.003680,0.071379
talkie_sft,yes_no,US-1972-CLEAN-WATER,1972,,-0.002022,0.016069
talkie_sft,yes_no,US-1972-FURMAN,1972,,-0.001324,-0.009091
talkie_sft,yes_no,US-1972-TITLE-IX,1972,civil_rights,0.004357,0.060096
talkie_sft,yes_no,US-1972-YODER,1972,,0.000449,0.022415
talkie_sft,yes_no,US-1972-CPSA,1972,labor_wages,-0.002497,0.007302
talkie_sft,yes_no,US-1973-ESA,1973,,-0.001943,-0.001532
talkie_sft,yes_no,US-1973-REHABILITATION,1973,civil_rights|labor_wages,-0.001649,-0.006079
talkie_sft,yes_no,US-1973-RODRIGUEZ,1973,civil_rights,0.000817,0.004019
talkie_sft,yes_no,US-1973-ROE,1973,,0.000177,-0.003193
talkie_sft,yes_no,US-1973-WAR-POWERS,1973,natl_security,-0.000986,0.039228
talkie_sft,yes_no,US-1974-ECOA,1974,civil_rights,0.021640,0.537604
talkie_sft,yes_no,US-1974-ERISA,1974,social_welfare,0.012151,0.384149
talkie_sft,yes_no,US-1974-MILLIKEN,1974,civil_rights,0.021822,0.475001
talkie_sft,yes_no,US-1974-PRIVACY-ACT,1974,,0.024539,0.529574
talkie_sft,yes_no,US-1975-IDEA,1975,,0.019627,0.183451
talkie_sft,yes_no,US-1975-ISDEAA,1975,,0.026729,0.136084
talkie_sft,yes_no,US-1975-EPCA,1975,environment,0.020298,0.195963
talkie_sft,yes_no,US-1976-BUCKLEY,1976,,0.025690,0.069924
talkie_sft,yes_no,US-1976-GREGG,1976,crim_justice,0.022694,0.027594
talkie_sft,yes_no,US-1976-TSCA,1976,,0.022288,0.040670
talkie_sft,yes_no,US-1977-CRA,1977,finance_banking,0.014053,-0.047532
talkie_sft,yes_no,US-1977-FED-DUAL-MANDATE,1977,labor_wages,0.016642,-0.041765
talkie_sft,yes_no,US-1978-AIRLINE-DEREG,1978,environment,0.015261,0.047904
talkie_sft,yes_no,US-1978-BAKKE,1978,civil_rights,0.014495,0.084188
talkie_sft,yes_no,US-1978-FISA,1978,natl_security,0.015831,0.051130
talkie_sft,yes_no,US-1978-HUMPHREY-HAWKINS,1978,labor_wages,0.014240,0.059070
talkie_sft,yes_no,US-1978-ICWA,1978,,0.012492,0.034322
talkie_sft,yes_no,US-1978-PREGNANCY-DISCRIM,1978,civil_rights,0.015519,0.093380
talkie_sft,yes_no,US-1978-AIRFA,1978,,0.013521,0.077037
talkie_sft,yes_no,US-1980-CERCLA,1980,,0.003003,0.058381
talkie_sft,yes_no,US-1980-DIDMCA,1980,,0.006491,0.097813
talkie_sft,yes_no,US-1980-REFUGEE-ACT,1980,,0.001475,0.064169
talkie_sft,yes_no,US-1982-VRA-AMENDMENTS,1982,civil_rights,-0.014060,-0.052517
talkie_sft,yes_no,US-1983-CHADHA,1983,,-0.023913,0.031964
talkie_sft,yes_no,US-1984-CHEVRON,1984,,-0.015482,-0.251503
talkie_sft,yes_no,US-1984-SENTENCING,1984,crim_justice,-0.033539,-0.503319
talkie_sft,yes_no,US-1986-BOWERS,1986,crim_justice,-0.002959,-0.051659
talkie_sft,yes_no,US-1986-IRCA,1986,,0.003555,0.002382
talkie_sft,yes_no,US-1986-TAX-REFORM,1986,finance_banking,0.004505,-0.019349
talkie_sft,yes_no,US-1987-DOLE,1987,,0.000958,0.036120
talkie_sft,yes_no,US-1988-CIVIL-LIBERTIES-ACT,1988,,0.007245,0.048389
talkie_sft,yes_no,US-1990-ADA,1990,civil_rights,0.012638,0.073949
talkie_sft,yes_no,US-1990-CLEAN-AIR-AMEND,1990,environment,0.013291,0.062595
talkie_sft,yes_no,US-1990-IMMIGRATION-ACT,1990,labor_wages,0.009806,0.036158
talkie_sft,yes_no,US-1991-CIVIL-RIGHTS-ACT,1991,civil_rights|labor_wages,0.009719,0.095434
talkie_sft,yes_no,US-1992-CASEY,1992,,0.009824,0.123407
talkie_sft,yes_no,US-1993-BRADY,1993,crim_justice,0.006837,0.057846
talkie_sft,yes_no,US-1993-FMLA,1993,health_medical,0.011959,0.122190
talkie_sft,yes_no,US-1993-NVRA,1993,,0.003746,0.059153
talkie_sft,yes_no,US-1993-RFRA,1993,,0.001027,0.061094
talkie_sft,yes_no,US-1994-CRIME-BILL,1994,crim_justice,0.013474,0.059005
talkie_sft,yes_no,US-1994-NAFTA,1994,,0.004527,0.022434
talkie_sft,yes_no,US-1994-VAWA,1994,,0.009596,0.032817
talkie_sft,yes_no,US-1995-LOPEZ,1995,crim_justice,0.001659,-0.009878
talkie_sft,yes_no,US-1996-DOMA,1996,,-0.000645,-0.022980
talkie_sft,yes_no,US-1996-PRWORA,1996,social_welfare,-0.001254,-0.011568
talkie_sft,yes_no,US-1996-TELECOM,1996,,-0.003127,-0.041789
talkie_sft,yes_no,US-1996-AEDPA,1996,,-0.006284,-0.011599
talkie_sft,yes_no,US-1996-IIRIRA,1996,,-0.008563,-0.050557
talkie_sft,yes_no,US-1997-PRINTZ,1997,,-0.002515,-0.033735
talkie_sft,yes_no,US-1997-RENO-ACLU,1997,,-0.003168,-0.055016
talkie_sft,yes_no,US-1999-GLBA,1999,,0.002308,0.031635
talkie_sft,yes_no,US-2000-BUSH-GORE,2000,civil_rights,-0.005548,-0.063695
talkie_sft,yes_no,US-2001-NCLB,2001,,-0.015045,-0.180880
talkie_sft,yes_no,US-2001-PATRIOT,2001,natl_security,-0.013962,-0.227425
talkie_sft,yes_no,US-2001-AUMF,2001,,-0.006250,-0.082393
talkie_sft,yes_no,US-2002-HAVA,2002,,-0.004962,0.022442
talkie_sft,yes_no,US-2002-HOMELAND-SECURITY,2002,natl_security|finance_banking,-0.006974,-0.021167
talkie_sft,yes_no,US-2002-SOX,2002,,-0.010948,-0.020254
talkie_sft,yes_no,US-2002-IRAQ-AUMF,2002,natl_security,-0.003826,-0.003099
talkie_sft,yes_no,US-2003-LAWRENCE,2003,crim_justice,0.002358,0.040066
talkie_sft,yes_no,US-2003-MEDICARE-MMA,2003,social_welfare|health_medical,-0.001752,-0.015040
talkie_sft,yes_no,US-2005-KELO,2005,,0.004768,-0.011121
talkie_sft,yes_no,US-2007-MASS-EPA,2007,environment,0.004423,0.026913
talkie_sft,yes_no,US-2008-HELLER,2008,crim_justice,-0.003843,-0.060314
talkie_sft,yes_no,US-2009-ARRA,2009,finance_banking,-0.002325,-0.027681
talkie_sft,yes_no,US-2009-LILLY-LEDBETTER,2009,civil_rights,-0.007532,-0.046710
talkie_sft,yes_no,US-2009-HATE-CRIMES,2009,crim_justice,-0.012419,-0.084335
talkie_sft,yes_no,US-2010-ACA,2010,social_welfare,-0.004908,0.005470
talkie_sft,yes_no,US-2010-CITIZENS-UNITED,2010,,0.001285,0.028610
talkie_sft,yes_no,US-2010-DODD-FRANK,2010,,0.001587,0.064751
talkie_sft,yes_no,US-2010-MCDONALD,2010,,-0.005545,-0.007673
talkie_sft,yes_no,US-2010-DADT-REPEAL,2010,civil_rights|natl_security,-0.008888,-0.022882
talkie_sft,yes_no,US-2012-NFIB,2012,social_welfare|finance_banking,-0.012897,-0.134464
talkie_sft,yes_no,US-2013-SHELBY,2013,civil_rights,-0.002327,-0.035589
talkie_sft,yes_no,US-2013-WINDSOR,2013,,-0.004905,-0.049035
talkie_sft,yes_no,US-2014-HOBBY-LOBBY,2014,civil_rights,-0.006495,-0.068801
talkie_sft,yes_no,US-2015-OBERGEFELL,2015,,0.001955,0.038520
talkie_sft,yes_no,US-2017-TCJA,2017,finance_banking,-0.002470,-0.033198
talkie_sft,yes_no,US-2018-JANUS,2018,labor_wages,-0.000307,0.010913
talkie_sft,yes_no,US-2018-FIRST-STEP,2018,crim_justice,0.003238,0.092778
talkie_sft,yes_no,US-2019-RUCHO,2019,,-0.000058,0.028429
talkie_sft,yes_no,US-2020-BOSTOCK,2020,civil_rights,0.002695,0.007727
talkie_sft,yes_no,US-2020-CARES,2020,labor_wages|social_welfare,-0.001175,-0.059442
talkie_sft,yes_no,US-2020-MCGIRT,2020,crim_justice,-0.002372,-0.040210
talkie_sft,yes_no,US-2021-AMERICAN-RESCUE-PLAN,2021,labor_wages|social_welfare|finance_banking,-0.005152,-0.103103
talkie_sft,yes_no,US-2021-IIJA,2021,environment,-0.007371,-0.096408
talkie_sft,yes_no,US-2021-JUNETEENTH,2021,,-0.003136,-0.032833
talkie_sft,yes_no,US-2022-BRUEN,2022,,0.004617,0.051016
talkie_sft,yes_no,US-2022-CHIPS,2022,,-0.003109,0.010908
talkie_sft,yes_no,US-2022-DOBBS,2022,,0.002089,0.011677
talkie_sft,yes_no,US-2022-IRA,2022,environment|finance_banking|health_medical,-0.001675,0.012887
talkie_sft,yes_no,US-2022-BIPARTISAN-SAFER-COMMUNITIES,2022,labor_wages|health_medical|crim_justice,-0.006315,-0.057910
talkie_sft,yes_no,US-2022-RESPECT-MARRIAGE,2022,,0.004517,0.043990
talkie_sft,yes_no,US-2022-ELECTORAL-COUNT-REFORM,2022,,0.004740,0.063118
talkie_sft,likert,US-1935-NIRA-SCHECHTER,1935,,0.026856,0.105254
talkie_sft,likert,US-1935-NLRA,1935,labor_wages,0.030280,0.120443
talkie_sft,likert,US-1935-SOCIAL-SECURITY,1935,labor_wages|social_welfare,0.039551,0.170360
talkie_sft,likert,US-1936-AAA-BUTLER,1936,finance_banking,0.025663,0.124039
talkie_sft,likert,US-1937-JONES-LAUGHLIN,1937,labor_wages,0.026796,0.167903
talkie_sft,likert,US-1937-WEST-COAST-HOTEL,1937,labor_wages,0.018620,0.111340
talkie_sft,likert,US-1938-FDCA,1938,health_medical,0.022595,0.196844
talkie_sft,likert,US-1938-FLSA,1938,labor_wages,0.019313,0.149845
talkie_sft,likert,US-1941-EO8802,1941,civil_rights|labor_wages|natl_security,0.012143,0.130850
talkie_sft,likert,US-1935-PUHCA,1935,,0.024359,0.102630
talkie_sft,likert,US-1936-RURAL-ELECTRIFICATION,1936,,0.033820,0.171927
talkie_sft,likert,US-1939-HATCH-ACT,1939,,0.020553,0.177732
talkie_sft,likert,US-1940-SELECTIVE-TRAINING,1940,,0.011135,0.121409
talkie_sft,likert,US-1940-SMITH-ACT,1940,crim_justice,0.009375,0.088937
talkie_sft,likert,US-1941-DARBY,1941,labor_wages,0.005802,0.016581
talkie_sft,likert,US-1941-LEND-LEASE,1941,natl_security,0.002638,-0.017111
talkie_sft,likert,US-1942-WICKARD,1942,,0.002404,0.101833
talkie_sft,likert,US-1942-EMERGENCY-PRICE-CONTROL,1942,natl_security,0.003170,0.098252
talkie_sft,likert,US-1942-EO9066,1942,natl_security,0.004224,0.099066
talkie_sft,likert,US-1943-CHINESE-EXCLUSION-REPEAL,1943,,0.001681,0.044108
talkie_sft,likert,US-1944-GI-BILL,1944,labor_wages|social_welfare,0.001141,0.053747
talkie_sft,likert,US-1944-KOREMATSU,1944,natl_security,0.001392,0.051723
talkie_sft,likert,US-1945-BRETTON-WOODS,1945,finance_banking,-0.000459,-0.007914
talkie_sft,likert,US-1945-UN-PARTICIPATION,1945,natl_security|finance_banking,0.000644,0.006281
talkie_sft,likert,US-1946-EMPLOYMENT-ACT,1946,labor_wages,0.000786,-0.000986
talkie_sft,likert,US-1946-APA,1946,,0.000948,-0.000433
talkie_sft,likert,US-1947-NATIONAL-SECURITY-ACT,1947,natl_security|finance_banking,0.002002,0.005958
talkie_sft,likert,US-1947-TAFT-HARTLEY,1947,labor_wages,0.002540,0.012874
talkie_sft,likert,US-1947-TRUMAN-DOCTRINE,1947,,0.001776,0.008595
talkie_sft,likert,US-1948-EO9981,1948,civil_rights,0.001858,-0.011641
talkie_sft,likert,US-1948-DISPLACED-PERSONS-ACT,1948,natl_security,0.002633,-0.002994
talkie_sft,likert,US-1948-MARSHALL-PLAN,1948,,0.000620,-0.012372
talkie_sft,likert,US-1948-SHELLEY,1948,social_welfare,0.001032,-0.011651
talkie_sft,likert,US-1950-DPA,1950,natl_security,0.002899,0.005134
talkie_sft,likert,US-1950-INTERNAL-SECURITY,1950,natl_security|finance_banking,0.001477,0.008860
talkie_sft,likert,US-1951-DENNIS,1951,,0.005095,0.123087
talkie_sft,likert,US-1952-INA,1952,,-0.000781,-0.000092
talkie_sft,likert,US-1952-YOUNGSTOWN,1952,,-0.001110,-0.001803
talkie_sft,likert,US-1954-BROWN,1954,civil_rights,-0.000641,-0.002140
talkie_sft,likert,US-1956-HIGHWAY,1956,,0.000568,0.002476
talkie_sft,likert,US-1956-BANK-HOLDING-COMPANY-ACT,1956,finance_banking,0.000818,0.001532
talkie_sft,likert,US-1957-CIVIL-RIGHTS-ACT,1957,civil_rights,0.000858,0.005586
talkie_sft,likert,US-1957-YATES,1957,,0.000555,0.004251
talkie_sft,likert,US-1957-EO10730,1957,civil_rights,-0.000348,-0.006476
